Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003153,Male,Yes,2,Not Graduate,No,7667,0,185,360,,Rural,Y
LP003154,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y
LP003155,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y
LP003156,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Y
LP003157,Male,Yes,2,Graduate,Yes,5746,0,144,84,,Rural,Y
LP003158,,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N
LP003159,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y
LP003160,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y
LP003161,Male,Yes,0,Graduate,No,2058,2134,88,360,,Urban,Y
LP003162,Female,No,1,Graduate,No,3541,0,112,360,,Semiurban,Y
LP003163,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N
LP003164,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y
LP003165,Male,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,Y
LP003166,Male,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural,Y
LP003167,Female,No,0,Graduate,No,3166,2985,132,360,,Rural,Y
LP003168,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,Y
LP003169,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N
LP003170,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Y
LP003171,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y
LP003172,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP003173,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Y
LP003174,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y
LP003175,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y
LP003176,Male,No,,Graduate,No,2833,0,71,360,1,Urban,Y
LP003177,Male,Yes,0,Graduate,,63337,0,490,180,1,Urban,Y
LP003178,,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y
LP003179,Male,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurban,Y
LP003180,Male,Yes,1,Graduate,,5250,688,160,360,1,Rural,Y
LP003181,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y
LP003182,Female,No,3+,Not Graduate,No,1830,0,,360,0,Urban,N
LP003183,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y
LP003184,Male,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rural,N
LP003185,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,N
LP003186,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y
LP003187,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban,Y
LP003188,Male,Yes,2,Graduate,,2583,2330,125,360,1,Rural,Y
LP003189,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y
LP003190,Male,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural,N
LP003191,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y
LP003192,Male,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y
LP003193,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y
LP003194,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y
LP003195,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N
LP003196,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y
LP003197,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N
LP003198,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y
LP003199,Female,No,,Graduate,No,3813,0,116,180,1,Urban,Y
LP003200,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y
LP003201,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N
LP003202,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N
LP003203,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y
LP003204,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N
LP003205,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y
LP003206,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y
LP003207,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y
LP003208,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y
LP003209,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N
LP003210,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N
LP003211,Male,No,0,Graduate,No,5124,0,124,,0,Rural,N
LP003212,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y
LP003213,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N
LP003214,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y
LP003215,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y
LP003216,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y
LP003217,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N
LP003218,Female,No,0,Graduate,,2764,1459,110,360,1,Urban,Y
LP003219,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y
LP003220,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y
LP003221,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y
LP003222,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N
LP003223,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y
LP003224,Male,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y
LP003225,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y
LP003226,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y
LP003227,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y
LP003228,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N
LP003229,Male,No,1,Graduate,,3667,0,113,180,1,Urban,Y
LP003230,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y
LP003231,Male,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N
LP003232,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y
LP003233,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y
LP003234,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y
LP003235,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y
LP003236,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y
LP003237,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y
LP003238,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y
LP003239,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y
LP003240,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,N
LP003241,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y
LP003242,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y
LP003243,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N
LP003244,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N
LP003245,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N
LP003246,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y
LP003247,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y
LP003248,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N
LP003249,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y
LP003250,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y
LP003251,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y
LP003252,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N
LP003253,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,N
LP003254,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N
LP003255,Male,Yes,0,Graduate,,6256,0,160,360,,Urban,Y
LP003256,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N
LP003257,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y
LP003258,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N
LP003259,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Y
LP003260,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,N
LP003261,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N
LP003262,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y
LP003263,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y
LP003264,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y
LP003265,Female,No,0,Not Graduate,No,2720,0,80,,0,Urban,N
LP003266,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y
LP003267,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N
LP003268,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y
LP003269,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y
LP003270,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N
LP003271,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y
LP003272,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y
LP003273,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y
LP003274,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y
LP003275,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N
LP003276,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y
LP003277,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y
LP003278,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y
LP003279,Female,,,Graduate,No,10047,0,,240,1,Semiurban,Y
LP003280,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y
LP003281,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y
LP003282,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N
LP003283,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y
LP003284,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y
LP003285,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y
LP003286,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y
LP003287,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y
LP003288,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y
LP003289,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y
LP003290,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y
LP003291,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N
LP003292,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N
LP003293,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N
LP003294,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N
LP003295,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y
LP003296,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N
LP003297,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y
LP003298,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y
LP003299,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y
LP003300,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y
LP003301,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N
LP003302,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y
LP003303,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N
LP003304,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y
LP003305,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y
LP003306,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y
LP003307,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y
LP003308,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N
LP003309,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y
LP003310,Male,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban,N
LP003311,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y
LP003312,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y
LP003313,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP003314,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
LP003315,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N
LP003316,Male,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,Y
LP003317,Female,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y
LP003318,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y
LP003319,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y
LP003320,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y
LP003321,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N
LP003322,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
LP003323,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N
LP003324,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y
LP003325,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y
LP003326,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y
LP003327,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y
LP003328,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y
LP003329,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y
LP003330,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N
LP003331,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N
LP003332,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y
LP003333,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N
LP003334,Male,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban,Y
LP003335,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban,Y
LP003336,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y
LP003337,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y
LP003338,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N
LP003339,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y
LP003340,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y
LP003341,Male,Yes,0,Graduate,No,4625,2857,111,12,,Urban,Y
LP003342,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y
LP003343,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,N
LP003344,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Y
LP003345,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Y
LP003346,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Y
LP003347,Male,Yes,1,Not Graduate,No,4050,5302,138,360,,Rural,N
LP003348,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Y
LP003349,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Y
LP003350,Male,Yes,0,Graduate,No,20833,6667,480,360,,Urban,Y
LP003351,,No,0,Graduate,No,3583,0,96,360,1,Urban,N
LP003352,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Y
LP003353,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,Y
LP003354,Male,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,N
LP003355,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Y
LP003356,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Y
LP003357,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,N
LP003358,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,N
LP003359,Male,Yes,3+,Graduate,No,3466,3428,150,360,1,Rural,Y
LP003360,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Y
LP003361,Male,Yes,,Not Graduate,No,3074,1800,123,360,0,Semiurban,N
LP003362,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,N
LP003363,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural,N
LP003364,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Y
LP003365,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Y
LP003366,Male,Yes,3+,Graduate,Yes,5677,1424,100,360,1,Rural,Y
LP003367,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,Y
LP003368,Male,No,0,Graduate,No,4680,2087,,360,1,Semiurban,N
LP003369,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,Y
LP003370,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,Y
LP003371,Male,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban,Y
LP003372,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Y
LP003373,Male,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban,Y
LP003374,Male,Yes,0,Graduate,No,1025,5500,216,360,,Rural,Y
LP003375,Male,Yes,3+,Graduate,No,4281,0,100,360,1,Urban,Y
LP003376,Male,No,2,Graduate,No,3588,0,110,360,0,Rural,N
LP003377,Male,No,1,Graduate,No,11250,0,196,360,,Semiurban,N
LP003378,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Y
LP003379,Male,No,0,Not Graduate,,2550,2042,126,360,1,Rural,Y
LP003380,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Y
LP003381,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurban,Y
LP003382,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,N
LP003383,Male,Yes,3+,Graduate,No,6417,0,157,180,1,Rural,Y
LP003384,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,Y
LP003385,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban,N
LP003386,Female,No,1,Graduate,,3652,0,95,360,1,Semiurban,Y
LP003387,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Y
LP003388,Female,Yes,0,Not Graduate,No,3017,663,102,360,,Semiurban,Y
LP003389,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Y
LP003390,Male,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban,N
LP003391,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y
LP003392,Female,No,0,Graduate,No,5000,0,103,360,0,Semiurban,N
LP003393,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,Y
LP003394,Male,Yes,2,Graduate,Yes,6633,0,,360,0,Rural,N
LP003395,Male,Yes,1,Not Graduate,No,2492,2375,,360,1,Rural,Y
LP003396,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Y
LP003397,Male,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,N
LP003398,Male,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,N
LP003399,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Y
LP003400,Female,No,0,Graduate,No,2667,1625,84,360,,Urban,Y
LP003401,Male,Yes,3+,Graduate,Yes,10139,0,260,360,1,Semiurban,Y
LP003402,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Y
LP003403,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Y
LP003404,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban,Y
LP003405,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,Y
LP003406,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Y
LP003407,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Y
LP003408,Male,Yes,2,Graduate,No,8799,0,258,360,0,Urban,N
LP003409,Male,Yes,0,Not Graduate,No,4467,0,120,360,,Rural,Y
LP003410,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,Y
LP003411,Male,Yes,3+,Graduate,No,3400,2500,123,360,0,Rural,N
LP003412,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,N
LP003413,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,N
LP003414,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Y
LP003415,Male,Yes,,Graduate,No,5116,1451,165,360,0,Urban,N
LP003416,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Y
LP003417,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,N
LP003418,Male,Yes,3+,Graduate,No,6406,0,150,360,1,Semiurban,N
LP003419,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urban,Y
LP003420,,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,N
LP003421,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban,Y
LP003422,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,Y
LP003423,Male,No,0,Graduate,,3182,2917,161,360,1,Urban,Y
LP003424,Male,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,Y
LP003425,Male,No,0,Graduate,No,1836,33837,90,360,1,Urban,N
LP003426,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Y
LP003427,Male,Yes,1,Graduate,No,1880,0,61,360,,Rural,N
LP003428,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,N
LP003429,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,N
LP003430,Male,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,Y
LP003431,Female,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,Y
LP003432,,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Y
LP003433,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,N
LP003434,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Y
LP003435,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,N
LP003436,,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban,Y
LP003437,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Y
LP003438,Male,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,Y
LP003439,Male,No,0,Not Graduate,No,3833,0,110,360,1,Rural,Y
LP003440,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,N
LP003441,Male,No,,Graduate,No,2987,0,88,360,0,Semiurban,N
LP003442,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,Y
LP003443,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Y
LP003444,Female,No,3+,Graduate,,416,41667,350,180,,Urban,N
LP003445,Male,Yes,0,Not Graduate,,2894,2792,155,360,1,Rural,Y
LP003446,Male,Yes,3+,Graduate,No,5703,0,128,360,1,Urban,Y
LP003447,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,Y
LP003448,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Y
LP003449,Male,Yes,0,Not Graduate,No,2400,3800,,180,1,Urban,N
LP003450,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Y
LP003451,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Y
LP003452,Male,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,Y
LP003453,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,Y
LP003454,Male,Yes,3+,Graduate,No,4106,0,40,180,1,Rural,Y
LP003455,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Y
LP003456,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Y
LP003457,Female,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,N
LP003458,Male,No,0,Graduate,No,5849,0,,360,1,Urban,Y
LP003459,Male,Yes,1,Graduate,No,4583,1508,128,360,1,Rural,N
LP003460,Male,Yes,0,Graduate,Yes,3000,0,66,360,1,Urban,Y
LP003461,Male,Yes,0,Not Graduate,No,2583,2358,120,360,1,Urban,Y
LP003462,Male,No,0,Graduate,No,6000,0,141,360,1,Urban,Y
LP003463,Male,Yes,2,Graduate,Yes,5417,4196,267,360,1,Urban,Y
LP003464,Male,Yes,0,Not Graduate,No,2333,1516,95,360,1,Urban,Y
LP003465,Male,Yes,3+,Graduate,No,3036,2504,158,360,0,Semiurban,N
LP003466,Male,Yes,2,Graduate,No,4006,1526,168,360,1,Urban,Y
LP003467,Male,Yes,1,Graduate,No,12841,10968,349,360,1,Semiurban,N
LP003468,Male,Yes,2,Graduate,No,3200,700,70,360,1,Urban,Y
LP003469,Male,Yes,2,Graduate,,2500,1840,109,360,1,Urban,Y
LP003470,Male,Yes,2,Graduate,No,3073,8106,200,360,1,Urban,Y
LP003471,Male,No,0,Graduate,No,1853,2840,114,360,1,Rural,N
LP003472,Male,Yes,2,Graduate,No,1299,1086,17,120,1,Urban,Y
LP003473,Male,No,0,Graduate,No,4950,0,125,360,1,Urban,Y
LP003474,Male,No,1,Not Graduate,No,3596,0,100,240,,Urban,Y
LP003475,Female,No,0,Graduate,No,3510,0,76,360,0,Urban,N
LP003476,Male,Yes,0,Not Graduate,No,4887,0,133,360,1,Rural,N
LP003477,Male,Yes,0,Graduate,,2600,3500,115,,1,Urban,Y
LP003478,Male,Yes,0,Not Graduate,No,7660,0,104,360,0,Urban,N
LP003479,Male,Yes,1,Graduate,No,5955,5625,315,360,1,Urban,Y
LP003480,Male,Yes,0,Not Graduate,No,2600,1911,116,360,0,Semiurban,N
LP003481,,Yes,2,Not Graduate,No,3365,1917,112,360,0,Rural,N
LP003482,Male,Yes,1,Graduate,,3717,2925,151,360,,Semiurban,N
LP003483,Male,Yes,0,Graduate,Yes,9560,0,191,360,1,Semiurban,Y
LP003484,Male,Yes,0,Graduate,No,2799,2253,122,360,1,Semiurban,Y
LP003485,Male,Yes,2,Not Graduate,No,4226,1040,110,360,1,Urban,Y
LP003486,Male,No,0,Not Graduate,No,1442,0,35,360,1,Urban,N
LP003487,Female,No,2,Graduate,,3750,2083,120,360,1,Semiurban,Y
LP003488,Male,Yes,1,Graduate,,4166,3369,201,360,,Urban,N
LP003489,Male,No,0,Graduate,No,3167,0,74,360,1,Urban,N
LP003490,Male,No,1,Graduate,Yes,4692,0,106,360,1,Rural,N
LP003491,Male,Yes,0,Graduate,No,3500,1667,114,360,1,Semiurban,Y
LP003492,Male,No,3+,Graduate,No,12500,3000,320,360,1,Rural,N
LP003493,Male,Yes,0,Graduate,No,2275,2067,,360,1,Urban,Y
LP003494,Male,Yes,0,Graduate,No,1828,1330,100,,0,Urban,N
LP003495,Female,Yes,0,Graduate,No,3667,1459,144,360,1,Semiurban,Y
LP003496,Male,No,0,Graduate,No,4166,7210,184,360,1,Urban,Y
LP003497,Male,No,0,Not Graduate,No,3748,1668,110,360,1,Semiurban,Y
LP003498,Male,No,0,Graduate,No,3600,0,80,360,1,Urban,N
LP003499,Male,No,0,Graduate,No,1800,1213,47,360,1,Urban,Y
LP003500,Male,Yes,0,Graduate,No,2400,0,75,360,,Urban,Y
LP003501,Male,Yes,0,Graduate,No,3941,2336,134,360,1,Semiurban,Y
